mbrisSourceId,internalId,koreanName,scientificName,normalizedScientificName,canonicalSlug,primaryClass,reason,legacyLocalMatch,legacyMappingRequired,secondaryFlags,collisions
"MBRIS:척추동물:494","BM-SPECIES-000492","흑점줄전갱이","Pseudocaranx dentex","Pseudocaranx dentex","pseudocaranx-dentex","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_NAME_MATCH","true","[""LOCAL_UI_NAME_MATCH""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:501","BM-SPECIES-000499","잿방어","Seriola dumerili","Seriola dumerili","seriola-dumerili","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_NAME_MATCH","true","[""LOCAL_UI_NAME_MATCH""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:502","BM-SPECIES-000500","부시리","Seriola aureovittata","Seriola aureovittata","seriola-aureovittata","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_SOURCE_LINK","true","[""FISH_DATA_LINKED_korean_candidate"",""LOCAL_UI_NAME_MATCH""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:503","BM-SPECIES-000501","방어","Seriola quinqueradiata","Seriola quinqueradiata","seriola-quinqueradiata","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_SOURCE_LINK","true","[""FISH_DATA_LINKED_korean_candidate"",""LOCAL_UI_NAME_MATCH""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:542","BM-SPECIES-000540","용가자미","Cleisthenes pinetorum","Cleisthenes pinetorum","cleisthenes-pinetorum","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_NAME_MATCH","true","[""LOCAL_UI_NAME_MATCH""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:543","BM-SPECIES-000541","줄가자미","Clidoderma asperrimum","Clidoderma asperrimum","clidoderma-asperrimum","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_SOURCE_LINK","true","[""FISH_DATA_LINKED_korean_candidate"",""LOCAL_UI_NAME_MATCH""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:546","BM-SPECIES-000544","참가자미","Pseudopleuronectes herzensteini","Pseudopleuronectes herzensteini","pseudopleuronectes-herzensteini","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_SOURCE_LINK","true","[""FISH_DATA_LINKED_korean_candidate"",""LOCAL_UI_NAME_MATCH""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:550","BM-SPECIES-000548","도다리","Pleuronichthys cornutus","Pleuronichthys cornutus","pleuronichthys-cornutus","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_SOURCE_LINK","true","[""FISH_DATA_LINKED_korean_candidate"",""LOCAL_UI_NAME_MATCH""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:555","BM-SPECIES-000553","홍가자미","Hippoglossoides dubius","Hippoglossoides dubius","hippoglossoides-dubius","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_SOURCE_LINK","true","[""FISH_DATA_LINKED_korean_candidate"",""LOCAL_UI_NAME_MATCH""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:556","BM-SPECIES-000554","돌가자미","Platichthys bicoloratus","Platichthys bicoloratus","platichthys-bicoloratus","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_SOURCE_LINK","true","[""FISH_DATA_LINKED_korean_candidate"",""LOCAL_UI_NAME_MATCH""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:557","BM-SPECIES-000555","강도다리","Platichthys stellatus","Platichthys stellatus","platichthys-stellatus","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_SOURCE_LINK","true","[""FISH_DATA_LINKED_korean_candidate"",""LOCAL_UI_NAME_MATCH""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:558","BM-SPECIES-000556","각시가자미","Limanda aspera","Limanda aspera","limanda-aspera","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_NAME_MATCH","true","[""LOCAL_UI_NAME_MATCH""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:568","BM-SPECIES-000566","박대","Cynoglossus semilaevis","Cynoglossus semilaevis","cynoglossus-semilaevis","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_NAME_MATCH","true","[""LOCAL_UI_NAME_MATCH""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:578","BM-SPECIES-000576","양미리","Ammodytes heian","Ammodytes heian","ammodytes-heian","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_NAME_MATCH","true","[""LOCAL_UI_NAME_MATCH""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:580","BM-SPECIES-000578","쌍동가리","Parapercis sexfasciata","Parapercis sexfasciata","parapercis-sexfasciata","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_NAME_MATCH","true","[""LOCAL_UI_NAME_MATCH""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:596","BM-SPECIES-000594","놀래기","Halichoeres tenuispinis","Halichoeres tenuispinis","halichoeres-tenuispinis","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_SOURCE_LINK","true","[""FISH_DATA_LINKED_korean_candidate"",""LOCAL_UI_NAME_MATCH""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:609","BM-SPECIES-000607","혹돔","Bodianus reticulatus","Bodianus reticulatus","bodianus-reticulatus","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_NAME_MATCH","true","[""LOCAL_UI_NAME_MATCH""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:627","BM-SPECIES-000625","은상어","Chimaera phantasma","Chimaera phantasma","chimaera-phantasma","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_NAME_MATCH","true","[""LOCAL_UI_NAME_MATCH""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:651","BM-SPECIES-000649","홍어","Okamejei kenojei","Okamejei kenojei","okamejei-kenojei","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_SOURCE_LINK","true","[""FISH_DATA_LINKED_korean_candidate"",""LOCAL_UI_NAME_MATCH""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:656","BM-SPECIES-000654","돌묵상어","Cetorhinus maximus","Cetorhinus maximus","cetorhinus-maximus","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_NAME_MATCH","true","[""LOCAL_UI_NAME_MATCH""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:664","BM-SPECIES-000662","귀상어","Sphyrna zygaena","Sphyrna zygaena","sphyrna-zygaena","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_NAME_MATCH","true","[""LOCAL_UI_NAME_MATCH""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:675","BM-SPECIES-000673","청새리상어","Prionace glauca","Prionace glauca","prionace-glauca","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_NAME_MATCH","true","[""LOCAL_UI_NAME_MATCH""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:678","BM-SPECIES-000676","까치상어","Triakis scyllium","Triakis scyllium","triakis-scyllium","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_NAME_MATCH","true","[""LOCAL_UI_NAME_MATCH""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:686","BM-SPECIES-000684","전기가오리","Narke japonica","Narke japonica","narke-japonica","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_NAME_MATCH","true","[""LOCAL_UI_NAME_MATCH""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:697","BM-SPECIES-000695","노랑가오리","Hemitrygon akajei","Hemitrygon akajei","hemitrygon-akajei","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_NAME_MATCH","true","[""LOCAL_UI_NAME_MATCH""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:712","BM-SPECIES-000710","먹장어","Eptatretus burgeri","Eptatretus burgeri","eptatretus-burgeri","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_SOURCE_LINK","true","[""FISH_DATA_LINKED_korean_candidate"",""LOCAL_UI_NAME_MATCH""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:753","BM-SPECIES-000751","감성돔","Acanthopagrus schlegelii","Acanthopagrus schlegelii","acanthopagrus-schlegelii","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_SOURCE_LINK","true","[""FISH_DATA_LINKED_korean_candidate"",""LOCAL_UI_NAME_MATCH""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:754","BM-SPECIES-000752","청돔","Rhabdosargus sarba","Rhabdosargus sarba","rhabdosargus-sarba","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_NAME_MATCH","true","[""LOCAL_UI_NAME_MATCH""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:755","BM-SPECIES-000753","황돔","Dentex hypselosomus","Dentex hypselosomus","dentex-hypselosomus","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_NAME_MATCH","true","[""LOCAL_UI_NAME_MATCH""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:757","BM-SPECIES-000755","참돔","Pagrus major","Pagrus major","pagrus-major","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_SOURCE_LINK","true","[""FISH_DATA_LINKED_korean_candidate"",""LOCAL_UI_NAME_MATCH""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:759","BM-SPECIES-000757","붉돔","Evynnis tumifrons","Evynnis tumifrons","evynnis-tumifrons","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_NAME_MATCH","true","[""LOCAL_UI_NAME_MATCH""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:762","BM-SPECIES-000760","갈돔","Lethrinus nebulosus","Lethrinus nebulosus","lethrinus-nebulosus","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_NAME_MATCH","true","[""LOCAL_UI_NAME_MATCH""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:763","BM-SPECIES-000761","구갈돔","Lethrinus haematopterus","Lethrinus haematopterus","lethrinus-haematopterus","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_NAME_MATCH","true","[""LOCAL_UI_NAME_MATCH""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:766","BM-SPECIES-000764","군평선이","Hapalogenys analis","Hapalogenys analis","hapalogenys-analis","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_NAME_MATCH","true","[""LOCAL_UI_NAME_MATCH""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:768","BM-SPECIES-000766","동갈돗돔","Hapalogenys nigripinnis","Hapalogenys nigripinnis","hapalogenys-nigripinnis","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_NAME_MATCH","true","[""LOCAL_UI_NAME_MATCH""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:794","BM-SPECIES-000792","벤자리","Parapristipoma trilineatum","Parapristipoma trilineatum","parapristipoma-trilineatum","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_NAME_MATCH","true","[""LOCAL_UI_NAME_MATCH""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:802","BM-SPECIES-000800","독가시치","Siganus fuscescens","Siganus fuscescens","siganus-fuscescens","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_SOURCE_LINK","true","[""FISH_DATA_LINKED_korean_candidate"",""LOCAL_UI_NAME_MATCH""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:820","BM-SPECIES-000818","보리멸","Sillago sihama","Sillago sihama","sillago-sihama","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_SOURCE_LINK","true","[""FISH_DATA_LINKED_korean_candidate"",""LOCAL_UI_NAME_MATCH""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:827","BM-SPECIES-000825","옥돔","Branchiostegus japonicus","Branchiostegus japonicus","branchiostegus-japonicus","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_SOURCE_LINK","true","[""FISH_DATA_LINKED_scientific_exact"",""LOCAL_UI_NAME_MATCH"",""NIFS_LINKED_scientific_exact""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:841","BM-SPECIES-000839","보구치","Pennahia argentata","Pennahia argentata","pennahia-argentata","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_NAME_MATCH","true","[""LOCAL_UI_NAME_MATCH""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:842","BM-SPECIES-000840","민어","Miichthys miiuy","Miichthys miiuy","miichthys-miiuy","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_SOURCE_LINK","true","[""FISH_DATA_LINKED_korean_candidate"",""LOCAL_UI_NAME_MATCH""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:844","BM-SPECIES-000842","부세","Larimichthys crocea","Larimichthys crocea","larimichthys-crocea","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_NAME_MATCH","true","[""LOCAL_UI_NAME_MATCH""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:845","BM-SPECIES-000843","꼬마민어","Protonibea diacanthus","Protonibea diacanthus","protonibea-diacanthus","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_NAME_MATCH","true","[""LOCAL_UI_NAME_MATCH""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:869","BM-SPECIES-000867","동갈치","Strongylura anastomella","Strongylura anastomella","strongylura-anastomella","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_NAME_MATCH","true","[""LOCAL_UI_NAME_MATCH""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:883","BM-SPECIES-000881","꽁치","Cololabis saira","Cololabis saira","cololabis-saira","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_SOURCE_LINK","true","[""FISH_DATA_LINKED_korean_candidate"",""LOCAL_UI_NAME_MATCH""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:886","BM-SPECIES-000884","학공치","Hyporhamphus sajori","Hyporhamphus sajori","hyporhamphus-sajori","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_SOURCE_LINK","true","[""FISH_DATA_LINKED_korean_candidate"",""LOCAL_UI_NAME_MATCH""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:902","BM-SPECIES-000900","갯장어","Muraenesox cinereus","Muraenesox cinereus","muraenesox-cinereus","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_SOURCE_LINK","true","[""FISH_DATA_LINKED_scientific_exact"",""LOCAL_UI_NAME_MATCH"",""NIFS_LINKED_scientific_exact""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:910","BM-SPECIES-000908","붕장어","Conger myriaster","Conger myriaster","conger-myriaster","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_SOURCE_LINK","true","[""FISH_DATA_LINKED_korean_candidate"",""LOCAL_UI_NAME_MATCH""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:937","BM-SPECIES-000935","곰치","Gymnothorax kidako","Gymnothorax kidako","gymnothorax-kidako","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_SOURCE_LINK","true","[""FISH_DATA_LINKED_korean_candidate"",""LOCAL_UI_NAME_MATCH""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:960","BM-SPECIES-000958","황어","Pseudaspius hakonensis","Pseudaspius hakonensis","pseudaspius-hakonensis","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_SOURCE_LINK","true","[""FISH_DATA_LINKED_korean_candidate"",""LOCAL_UI_NAME_MATCH""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:1014","BM-SPECIES-001012","쏠종개","Plotosus japonicus","Plotosus japonicus","plotosus-japonicus","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_SOURCE_LINK","true","[""FISH_DATA_LINKED_korean_candidate"",""LOCAL_UI_NAME_MATCH""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:1020","BM-SPECIES-001018","붉은메기","Hoplobrotula armata","Hoplobrotula armata","hoplobrotula-armata","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_NAME_MATCH","true","[""LOCAL_UI_NAME_MATCH""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:1024","BM-SPECIES-001022","청어","Clupea pallasii","Clupea pallasii","clupea-pallasii","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_SOURCE_LINK","true","[""FISH_DATA_LINKED_korean_candidate"",""LOCAL_UI_NAME_MATCH""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:1031","BM-SPECIES-001029","멸치","Engraulis japonicus","Engraulis japonicus","engraulis-japonicus","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_SOURCE_LINK","true","[""FISH_DATA_LINKED_korean_candidate"",""LOCAL_UI_NAME_MATCH""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:1032","BM-SPECIES-001030","준치","Ilisha elongata","Ilisha elongata","ilisha-elongata","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_SOURCE_LINK","true","[""FISH_DATA_LINKED_korean_candidate"",""LOCAL_UI_NAME_MATCH""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:1039","BM-SPECIES-001037","전어","Konosirus punctatus","Konosirus punctatus","konosirus-punctatus","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_SOURCE_LINK","true","[""FISH_DATA_LINKED_korean_candidate"",""LOCAL_UI_NAME_MATCH""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:1042","BM-SPECIES-001040","정어리","Sardinops melanosticta","Sardinops melanosticta","sardinops-melanosticta","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_SOURCE_LINK","true","[""FISH_DATA_LINKED_korean_candidate"",""LOCAL_UI_NAME_MATCH""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:1058","BM-SPECIES-001056","대구","Gadus macrocephalus","Gadus macrocephalus","gadus-macrocephalus","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_SOURCE_LINK","true","[""FISH_DATA_LINKED_scientific_exact"",""LOCAL_UI_NAME_MATCH"",""NIFS_LINKED_scientific_exact""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
