"id","name","type","region","city","address","lat","lng","targetFish","tideNote","depthNote","bottomNote","methodNote","safetyStatus","sourceType","sourceUrl","sourceCheckedAt","originalId","originalPoint","note"
"rock-53","개야도 - 장구섬 서측 갯바위","rock-fishing-point","전라북도","군산시","전라북도 군산시","36.045056","","농어|부세|감성돔|백조기","초들물~중날물","0~1.0","암","▶농어 - 루어/ 릴찌▶부세 - 릴찌/ 원투▶감성돔 - 릴찌/ 장대/ 원투▶백조기 - 릴찌/ 원투","needs-check","MOF_SHARED_ROCK_FISHING_POINT","https://www.data.go.kr/data/15148580/fileData.do","2026-07-11","53","POINT (913490.4371574541 1783557.42140089)","공식 갯바위낚시포인트 데이터 기반. 갯바위 출입 가능 여부와 안전 통제는 현장 및 공식 안내 확인 필요."
"rock-54","안마도·석만도 - 장재여 부근 갯바위","rock-fishing-point","전라남도","영광군","전라남도 영광군","35.360417","","붕장어|우럭|민어|광어|농어|노래미","들물/날물","13.9~14.0","암","▶붕장어 - 원투▶우럭 - 릴찌/ 원투▶민어 - 루어/ 지깅/ 원투▶광어 - 릴찌/ 원투▶농어 - 루어/ 릴찌▶노래미 - 루어/ 릴찌/ 장대/ 원투","needs-check","MOF_SHARED_ROCK_FISHING_POINT","https://www.data.go.kr/data/15148580/fileData.do","2026-07-11","54","POINT (864358.7693147 1708220.93222873)","공식 갯바위낚시포인트 데이터 기반. 갯바위 출입 가능 여부와 안전 통제는 현장 및 공식 안내 확인 필요."
"rock-55","송이도 - 검은바위 갯바위","rock-fishing-point","전라남도","영광군","전라남도 영광군","35.283250","","감성돔|민어|숭어|농어|붕장어|우럭","들물/날물","1.4~1.5","암","▶감성돔 - 릴찌/ 장대/ 원투▶민어 - 루어/ 지깅/ 원투▶숭어 - 릴찌/ 장대/ 홀치기▶농어 - 루어/ 릴찌▶붕장어 - 원투▶우럭 - 릴찌/ 원투","needs-check","MOF_SHARED_ROCK_FISHING_POINT","https://www.data.go.kr/data/15148580/fileData.do","2026-07-11","55","POINT (877497.729673921 1699472.0345245)","공식 갯바위낚시포인트 데이터 기반. 갯바위 출입 가능 여부와 안전 통제는 현장 및 공식 안내 확인 필요."
"rock-56","노화도·보길도·소안도 - 소안도 돈암각 부근 갯바위","rock-fishing-point","전라남도","완도군","전라남도 완도군","34.145861","","감성돔|농어|노래미|우럭|볼락|학공치","사리 전·후","5.5m~6.1m","펄","▶감성돔 - 릴찌/ 장대/ 원투 ▶농어 - 루어/ 릴찌▶노래미 - 장대/ 루어/ 릴찌/ 원투 ▶우럭 - 릴찌/ 원투▶볼락 - 루어/ 릴찌/ 장대 ▶학공치 - 릴찌/ 장대","needs-check","MOF_SHARED_ROCK_FISHING_POINT","https://www.data.go.kr/data/15148580/fileData.do","2026-07-11","56","POINT (919647.849692841 1572857.00060649)","공식 갯바위낚시포인트 데이터 기반. 갯바위 출입 가능 여부와 안전 통제는 현장 및 공식 안내 확인 필요."
"rock-57","신지도 - 송곡리 호안로 갯바위","rock-fishing-point","전라남도","완도군","전라남도 완도군","34.345750","","감성돔|넙치|농어|숭어|우럭|참돔","사리 전·후","1.5m~2.1m","펄/ 모래","▶감성돔 - 릴찌/ 장대/ 원투 ▶넙치 - 루어/ 원투▶농어 - 루어/ 릴찌 ▶숭어 - 릴찌/ 장대/ 훌치기▶우럭 - 릴찌/ 원투 ▶참돔 - 부력/ 잠수","needs-check","MOF_SHARED_ROCK_FISHING_POINT","https://www.data.go.kr/data/15148580/fileData.do","2026-07-11","57","POINT (934423.34410802 1594908.32165253)","공식 갯바위낚시포인트 데이터 기반. 갯바위 출입 가능 여부와 안전 통제는 현장 및 공식 안내 확인 필요."
"rock-58","신지도 - 덕구미 부근","rock-fishing-point","전라남도","완도군","전라남도 완도군","34.341889","","감성돔|농어|숭어|볼락|우럭|참돔","사리 전·후","8.5m~9m","펄/ 조개껍질","▶감성돔 - 릴찌/ 장대/ 원투 ▶농어 - 루어/ 릴찌 ▶숭어 - 릴찌/ 장대/ 훌치기 ▶볼락 - 루어/ 릴찌/ 장대 ▶우럭 - 릴찌/ 원투 ▶참돔 - 부력/ 잠수","needs-check","MOF_SHARED_ROCK_FISHING_POINT","https://www.data.go.kr/data/15148580/fileData.do","2026-07-11","58","POINT (944709.1473691 1594413.60728504)","공식 갯바위낚시포인트 데이터 기반. 갯바위 출입 가능 여부와 안전 통제는 현장 및 공식 안내 확인 필요."
"rock-59","신지도 - 가인항 양식장 부근 갯바위","rock-fishing-point","전라남도","완도군","전라남도 완도군","34.314611","","감성돔|갑오징어|볼락|우럭|참돔|학공치","사리 전·후","4.6m~5m","펄","▶감성돔 - 릴찌/ 장대/ 원투 ▶갑오징어 - 에깅 ▶볼락 - 루어/ 릴찌/ 장대 ▶우럭 - 릴찌/ 원투 ▶참돔 - 부력/ 잠수 ▶학공치 - 릴찌/ 장대","needs-check","MOF_SHARED_ROCK_FISHING_POINT","https://www.data.go.kr/data/15148580/fileData.do","2026-07-11","59","POINT (941649.881462589 1591407.36189013)","공식 갯바위낚시포인트 데이터 기반. 갯바위 출입 가능 여부와 안전 통제는 현장 및 공식 안내 확인 필요."
"rock-60","신지도 - 월양항 부근 제방","rock-fishing-point","전라남도","완도군","전라남도 완도군","34.308972","","농어|볼락|숭어|우럭|전갱이|학공치","사리 전·후","1.8m~2.5m","펄/ 조개껍질","▶농어 - 루어/ 릴찌 ▶볼락 - 루어/ 릴찌/ 장대 ▶숭어 - 릴찌/ 장대/ 훌치기 ▶우럭 - 릴찌/ 원투 ▶전갱이 - 루어/ 릴찌/ 장대 ▶학공치 - 릴찌/ 장대","needs-check","MOF_SHARED_ROCK_FISHING_POINT","https://www.data.go.kr/data/15148580/fileData.do","2026-07-11","60","POINT (939194.820269568 1590797.70163643)","공식 갯바위낚시포인트 데이터 기반. 갯바위 출입 가능 여부와 안전 통제는 현장 및 공식 안내 확인 필요."
"rock-61","청산도·대모도 - 청산도 항도 제방 부근 갯바위","rock-fishing-point","전라남도","완도군","전라남도 완도군","34.186083","","감성돔|넙치|농어|도다리|우럭|볼락|참돔","4물~사리","8.5m~8.7m","자갈","▶감성돔 - 릴찌/ 장대/ 원투 ▶넙치 - 루어/ 원투▶농어 - 루어/ 릴찌 ▶도다리 - 원투 ▶우럭 - 릴찌/ 원투▶볼락 - 루어/ 릴찌/ 장대 ▶참돔 - 부력/ 잠수","needs-check","MOF_SHARED_ROCK_FISHING_POINT","https://www.data.go.kr/data/15148580/fileData.do","2026-07-11","61","POINT (946531.9576873591 1577125.9499635)","공식 갯바위낚시포인트 데이터 기반. 갯바위 출입 가능 여부와 안전 통제는 현장 및 공식 안내 확인 필요."
"rock-62","청산도·대모도 - 청산도 노랑바위","rock-fishing-point","전라남도","완도군","전라남도 완도군","34.151000","","감성돔|농어|돌돔|볼락|우럭|참돔","4물~사리","8.2m~10.3m","펄","▶감성돔 - 릴찌/ 장대/ 원투 ▶농어 - 루어/ 릴찌 ▶돌돔 - 릴찌/ 장대/ 원투 ▶볼락 - 루어/ 릴찌/ 장대 ▶우럭 - 릴찌/ 원투 ▶참돔 - 부력/ 잠수","needs-check","MOF_SHARED_ROCK_FISHING_POINT","https://www.data.go.kr/data/15148580/fileData.do","2026-07-11","62","POINT (945459.9345764881 1573241.82641123)","공식 갯바위낚시포인트 데이터 기반. 갯바위 출입 가능 여부와 안전 통제는 현장 및 공식 안내 확인 필요."
"rock-63","거금도 - 우두마을 곶부리","rock-fishing-point","전라남도","고흥군","전라남도 고흥군","34.441611","","감성돔|넙치|도다리|노래미|붕장어|양태|우럭","초들물","2m~3.5m","펄","▶감성돔 - 릴찌/ 장대/ 원투 ▶넙치 - 루어/ 원투▶도다리 - 원투 ▶노래미 - 루어/ 릴찌/ 장대/ 원투▶붕장어 - 원투 ▶양태 - 릴찌 ▶우럭 - 릴찌/ 원투","needs-check","MOF_SHARED_ROCK_FISHING_POINT","https://www.data.go.kr/data/15148580/fileData.do","2026-07-11","63","POINT (963449.506809163 1605379.45893283)","공식 갯바위낚시포인트 데이터 기반. 갯바위 출입 가능 여부와 안전 통제는 현장 및 공식 안내 확인 필요."
"rock-359","이작도·승봉도 - 대이작도 유곶 부근","rock-fishing-point","인천광역시","옹진군","인천광역시 옹진군","37.170389","","넙치|농어|우럭","조금 전·후","3m~5m","펄/ 모래","▶넙치 - 루어/ 원투 ▶농어 - 루어/ 릴찌 ▶우럭 - 릴찌/ 원투","needs-check","MOF_SHARED_ROCK_FISHING_POINT","https://www.data.go.kr/data/15148580/fileData.do","2026-07-11","359","POINT (888966.99032482 1908691.65413065)","공식 갯바위낚시포인트 데이터 기반. 갯바위 출입 가능 여부와 안전 통제는 현장 및 공식 안내 확인 필요."
"rock-64","금일도·생일도 - 금곡 해수욕장 북측 갯바위","rock-fishing-point","전라남도","완도군","전라남도 완도군","34.308611","","감성돔|숭어|우럭|노래미|농어|학공치|볼락|붕장어","초들물~중날물","3.0~3.9","모래/ 조개껍질","▶감성돔 - 릴찌/ 장대/ 원투 ▶숭어 - 릴찌/ 장대/ 훌치기 ▶우럭 - 릴찌/ 원투 ▶노래미 - 루어/ 릴찌/ 장대/ 원투▶농어 - 루어/ 릴찌 ▶학공치 - 릴찌/ 장대 ▶볼락 - 루어/ 릴찌/ 장대 ▶붕장어 - 원투","needs-check","MOF_SHARED_ROCK_FISHING_POINT","https://www.data.go.kr/data/15148580/fileData.do","2026-07-11","64","POINT (950489.3262000331 1590691.04947111)","공식 갯바위낚시포인트 데이터 기반. 갯바위 출입 가능 여부와 안전 통제는 현장 및 공식 안내 확인 필요."
"rock-65","금일도·생일도 - 생일도 목섬","rock-fishing-point","전라남도","완도군","전라남도 완도군","34.319500","","감성돔|숭어|우럭|노래미|농어|학공치|볼락|붕장어","초들물~중날물","0.1~1.2","암","▶감성돔 - 릴찌/ 장대/ 원투 ▶숭어 - 릴찌/ 장대/ 훌치기 ▶우럭 - 릴찌/ 원투 ▶노래미 - 루어/ 릴찌/ 장대/ 원투▶농어 - 루어/ 릴찌 ▶학공치 - 릴찌/ 장대 ▶볼락 - 루어/ 릴찌/ 장대 ▶붕장어 - 원투","needs-check","MOF_SHARED_ROCK_FISHING_POINT","https://www.data.go.kr/data/15148580/fileData.do","2026-07-11","65","POINT (955295.150292322 1591874.2881646)","공식 갯바위낚시포인트 데이터 기반. 갯바위 출입 가능 여부와 안전 통제는 현장 및 공식 안내 확인 필요."
"rock-66","초도 - 외항도","rock-fishing-point","전라남도","여수시","전라남도 여수시","34.210833","","참돔|뱅어돔|볼락|감성돔|돌돔|농어","초들물~중날물","9.2~10.0","펄","▶참돔 - 부력/ 잠수▶뱅어돔 - 목줄/ 장대/ 부력/ 잠수▶볼락 - 릴찌/ 장대/ 루어▶감성돔 - 릴찌/ 장대/ 원투▶돌돔 - 민장대/ 릴찌/ 원투▶농어 - 루어/ 릴찌","needs-check","MOF_SHARED_ROCK_FISHING_POINT","https://www.data.go.kr/data/15148580/fileData.do","2026-07-11","66","POINT (974413.895380039 1579753.00916527)","공식 갯바위낚시포인트 데이터 기반. 갯바위 출입 가능 여부와 안전 통제는 현장 및 공식 안내 확인 필요."
"rock-67","돌산도 - 월전포 동측 갯바위","rock-fishing-point","전라남도","여수시","전라남도 여수시","34.699139","","참돔|농어|노래미|볼락|우럭|붕장어","초들물~중날물","0~0.4","펄","▶참돔 - 부력/ 잠수▶농어 - 루어/ 릴찌▶노래미 - 루어/ 릴찌/ 장대/ 원투▶볼락 - 릴찌/ 장대/ 루어▶우럭 - 릴찌/ 원투▶붕장어 - 원투","needs-check","MOF_SHARED_ROCK_FISHING_POINT","https://www.data.go.kr/data/15148580/fileData.do","2026-07-11","67","POINT (1026185.54685052 1633901.71217954)","공식 갯바위낚시포인트 데이터 기반. 갯바위 출입 가능 여부와 안전 통제는 현장 및 공식 안내 확인 필요."
"rock-68","남해도 북부 - 서상리 갯바위","rock-fishing-point","경상남도","남해군","경상남도 남해군","34.792778","","참돔|농어|노래미|볼락|우럭","초들물~중날물","0.5~1.0","암","▶참돔 - 부력/ 잠수▶농어 - 루어/ 릴찌▶노래미 - 루어/ 릴찌/ 장대/ 원투▶볼락 - 릴찌/ 장대/ 루어▶우럭 - 릴찌/ 원투","needs-check","MOF_SHARED_ROCK_FISHING_POINT","https://www.data.go.kr/data/15148580/fileData.do","2026-07-11","68","POINT (1030610.65457447 1644299.28474804)","공식 갯바위낚시포인트 데이터 기반. 갯바위 출입 가능 여부와 안전 통제는 현장 및 공식 안내 확인 필요."
"rock-69","두미도 - 의자여","rock-fishing-point","경상남도","통영시","경상남도 통영시","34.695778","","감성돔|벵에돔|노래미|참돔|농어|볼락","상관없음","2.0~5.0","펄","▶감성돔 - 릴찌/ 장대/ 원투▶벵에돔 - 목줄/ 장대/ 부력/ 잠수▶노래미 - 루어/ 릴찌/ 장대/ 원투▶참돔 - 부력/ 잠수▶농어 - 루어/ 릴찌▶볼락 - 릴찌/ 장대/ 루어","needs-check","MOF_SHARED_ROCK_FISHING_POINT","https://www.data.go.kr/data/15148580/fileData.do","2026-07-11","69","POINT (1061990.38716906 1633700.22553317)","공식 갯바위낚시포인트 데이터 기반. 갯바위 출입 가능 여부와 안전 통제는 현장 및 공식 안내 확인 필요."
"rock-416","개도·하의도·신의도 - 개도 서측 갯바위","rock-fishing-point","전라남도","신안군","전라남도 신안군","34.640583","","농어|붕장어|감성돔","조금 전후","0~4.0","펄","▶농어 - 루어/ 릴찌▶붕장어 - 원투▶감성돔 - 릴찌/ 장대/ 원투","needs-check","MOF_SHARED_ROCK_FISHING_POINT","https://www.data.go.kr/data/15148580/fileData.do","2026-07-11","416","POINT (862704.423013941 1628391.63220891)","공식 갯바위낚시포인트 데이터 기반. 갯바위 출입 가능 여부와 안전 통제는 현장 및 공식 안내 확인 필요."
"rock-70","두미도 - 등대포인트","rock-fishing-point","경상남도","통영시","경상남도 통영시","34.711333","","감성돔|벵에돔|노래미|참돔|농어|볼락","상관없음","3.3~5.0","펄","▶감성돔 - 릴찌/ 장대/ 원투▶벵에돔 - 목줄/ 장대/ 부력/ 잠수▶노래미 - 루어/ 릴찌/ 장대/ 원투▶참돔 - 부력/ 잠수▶농어 - 루어/ 릴찌▶볼락 - 릴찌/ 장대/ 루어","needs-check","MOF_SHARED_ROCK_FISHING_POINT","https://www.data.go.kr/data/15148580/fileData.do","2026-07-11","70","POINT (1061841.42526986 1635424.31233815)","공식 갯바위낚시포인트 데이터 기반. 갯바위 출입 가능 여부와 안전 통제는 현장 및 공식 안내 확인 필요."
"rock-71","울릉도 - 태하 갯바위","rock-fishing-point","경상북도","울릉군","경상북도 울릉군","37.515611","","농어|부시리|방어|벵에돔","조금 전후","5.0~9.5","암","▶농어 - 루어/ 릴찌▶부시리 - 부력/ 잠수/ 지깅▶방어 - 부력/ 잠수/ 지깅▶벵에돔 - 목줄/ 장대/ 부력/ 잠수","needs-check","MOF_SHARED_ROCK_FISHING_POINT","https://www.data.go.kr/data/15148580/fileData.do","2026-07-11","71","POINT (1291113.50812326 1951357.09075407)","공식 갯바위낚시포인트 데이터 기반. 갯바위 출입 가능 여부와 안전 통제는 현장 및 공식 안내 확인 필요."
"rock-72","울릉도 - 딴바위 갯바위","rock-fishing-point","경상북도","울릉군","경상북도 울릉군","37.547250","","감성돔|부시리|벵에돔","조금 전후","3.9~4.6","암","▶감성돔 - 릴찌/ 장대/ 원투▶부시리 - 부력/ 잠수/ 지깅▶벵에돔 - 목줄/ 장대/ 부력/ 잠수","needs-check","MOF_SHARED_ROCK_FISHING_POINT","https://www.data.go.kr/data/15148580/fileData.do","2026-07-11","72","POINT (1299751.62860427 1955180.62754811)","공식 갯바위낚시포인트 데이터 기반. 갯바위 출입 가능 여부와 안전 통제는 현장 및 공식 안내 확인 필요."
"rock-73","추자도 - 대서리 갯바위","rock-fishing-point","제주특별자치도","제주시","제주특별자치도 제주시","33.965944","","감성돔|돌돔|자리돔|농어|볼락|참돔","들물/썰물","2.8~5.0","암","▶감성돔 - 릴찌/ 장대/ 원투▶돌돔 - 민장대/ 릴찌/ 원투▶자리돔 - 장대/ 카드▶농어 - 루어/ 릴찌▶볼락 - 루어/ 릴찌/ 장대▶참돔 - 부력/ 잠수","needs-check","MOF_SHARED_ROCK_FISHING_POINT","https://www.data.go.kr/data/15148580/fileData.do","2026-07-11","73","POINT (888470.618931641 1553221.44978466)","공식 갯바위낚시포인트 데이터 기반. 갯바위 출입 가능 여부와 안전 통제는 현장 및 공식 안내 확인 필요."
"rock-74","당항포 부근 - 해상펜션 앞","rock-fishing-point","경상남도","고성군","경상남도 고성군","35.071309","","도다리|노래미|볼락|감성돔|갑오징어","초들물~중날물","0.3~0.5m","모래","▶ 도다리 - 원투▶ 노래미 - 루어/ 릴찌/ 장대/ 원투▶ 볼락 - 릴찌/ 장대/ 루어▶ 감성돔 - 릴찌/ 장대/ 원투▶ 갑오징어 - 에깅","needs-check","MOF_SHARED_ROCK_FISHING_POINT","https://www.data.go.kr/data/15148580/fileData.do","2026-07-11","74","POINT (1086591.02416359 1675548.33536443)","공식 갯바위낚시포인트 데이터 기반. 갯바위 출입 가능 여부와 안전 통제는 현장 및 공식 안내 확인 필요."
"rock-75","진해항 부근 - 삼우골 서측","rock-fishing-point","경상남도","창원시","경상남도 창원시","35.101611","","도다리|노래미|볼락|감성돔|갑오징어","초들물~중날물","0.6~1.1m","펄","▶ 도다리 - 원투▶ 노래미 - 루어/ 릴찌/ 장대/ 원투▶ 볼락 - 릴찌/ 장대/ 루어▶ 감성돔 - 릴찌/ 장대/ 원투▶ 갑오징어 - 에깅","needs-check","MOF_SHARED_ROCK_FISHING_POINT","https://www.data.go.kr/data/15148580/fileData.do","2026-07-11","75","POINT (1094972.03941082 1678993.03808975)","공식 갯바위낚시포인트 데이터 기반. 갯바위 출입 가능 여부와 안전 통제는 현장 및 공식 안내 확인 필요."
"rock-76","수영만 부근 - 고두말 근처바위","rock-fishing-point","부산광역시","해운대구","부산광역시 해운대구","35.155107","","붕장어|참돔|노래미|도다리|숭어|전어|부시리","6물~8물","0.3~0.1m","암","▶ 붕장어 - 원투▶ 참돔 - 부력/ 잠수▶ 노래미 - 루어/ 릴찌/ 장대/ 원투▶ 도다리 - 원투▶ 숭어 - 릴찌/ 장대/ 훌치기▶ 전어 - 장대▶ 부시리 - 부력/ 잠수/ 지깅","needs-check","MOF_SHARED_ROCK_FISHING_POINT","https://www.data.go.kr/data/15148580/fileData.do","2026-07-11","76","POINT (1152770.18007383 1685716.76048176)","공식 갯바위낚시포인트 데이터 기반. 갯바위 출입 가능 여부와 안전 통제는 현장 및 공식 안내 확인 필요."
"rock-77","대청도·소청도 - 소청도 예동항 동쪽 갯바위","rock-fishing-point","인천광역시","옹진군","인천광역시 옹진군","37.768806","","넙치|노래미|농어|삼치|쏨뱅이|우럭","사리 전후","3.6m~4.1m","펄/ 가는 모래","▶넙치 - 루어/ 원투 ▶노래미 - 루어/ 릴찌/ 장대/ 원투▶농어 - 루어/ 릴찌 ▶삼치 - 루어/ 릴찌▶쏨뱅이 - 루어/ 릴찌 ▶우럭 - 루어/ 릴찌","needs-check","MOF_SHARED_ROCK_FISHING_POINT","https://www.data.go.kr/data/15148580/fileData.do","2026-07-11","77","POINT (758252.634240712 1977896.87395717)","공식 갯바위낚시포인트 데이터 기반. 갯바위 출입 가능 여부와 안전 통제는 현장 및 공식 안내 확인 필요."
"rock-360","이작도·승봉도 - 승봉도 부채바위","rock-fishing-point","인천광역시","옹진군","인천광역시 옹진군","37.172750","","넙치|노래미|농어|우럭","초들물~중들물","1m~1.8m","펄","▶넙치 - 루어/ 원투 ▶노래미 - 루어/ 릴찌/ 장대/ 원투▶농어 - 루어/ 릴찌 ▶우럭 - 릴찌/ 원투","needs-check","MOF_SHARED_ROCK_FISHING_POINT","https://www.data.go.kr/data/15148580/fileData.do","2026-07-11","360","POINT (893774.4231464571 1908891.60549233)","공식 갯바위낚시포인트 데이터 기반. 갯바위 출입 가능 여부와 안전 통제는 현장 및 공식 안내 확인 필요."
"rock-78","덕적도·소야도 - 소야도 뒷장불","rock-fishing-point","인천광역시","옹진군","인천광역시 옹진군","37.224333","","노래미|농어|붕장어|숭어|우럭","모래","1.2m~1.5m","모래","▶노래미 - 루어/ 릴찌/ 장대/ 원투 ▶농어 - 루어/ 릴찌▶붕장어 - 원투 ▶숭어 - 릴찌/ 장대/ 훌치기▶우럭 - 루어/ 릴찌","needs-check","MOF_SHARED_ROCK_FISHING_POINT","https://www.data.go.kr/data/15148580/fileData.do","2026-07-11","78","POINT (881051.3130736441 1914785.86249838)","공식 갯바위낚시포인트 데이터 기반. 갯바위 출입 가능 여부와 안전 통제는 현장 및 공식 안내 확인 필요."
"rock-79","이작도·승봉도 - 소이작도 돌살부리 부근","rock-fishing-point","인천광역시","옹진군","인천광역시 옹진군","37.187611","","넙치|노래미|농어|우럭","조금 전·후","1.2m~1.8m","펄","▶넙치 - 루어/ 원투 ▶노래미 - 루어/ 릴찌/ 장대/ 원투▶농어 - 루어/ 릴찌 ▶우럭 - 릴찌/ 원투","needs-check","MOF_SHARED_ROCK_FISHING_POINT","https://www.data.go.kr/data/15148580/fileData.do","2026-07-11","79","POINT (886307.121365246 1910638.21280735)","공식 갯바위낚시포인트 데이터 기반. 갯바위 출입 가능 여부와 안전 통제는 현장 및 공식 안내 확인 필요."
"rock-80","이작도·승봉도 - 소이작도 간뿌리 부근","rock-fishing-point","인천광역시","옹진군","인천광역시 옹진군","37.182250","","넙치|노래미","조금 전·후","1.1m~1.8m","가는 모래","▶넙치 - 루어/ 원투 ▶노래미 - 루어/ 릴찌/ 장대/ 원투","needs-check","MOF_SHARED_ROCK_FISHING_POINT","https://www.data.go.kr/data/15148580/fileData.do","2026-07-11","80","POINT (885978.528510267 1910047.76628095)","공식 갯바위낚시포인트 데이터 기반. 갯바위 출입 가능 여부와 안전 통제는 현장 및 공식 안내 확인 필요."
"rock-81","문갑도·선갑도 - 문갑도 문갑해수욕장 갯바위","rock-fishing-point","인천광역시","옹진군","인천광역시 옹진군","37.181278","","넙치|노래미|농어|우럭","사리 전·후","2.2m~4.7m","가는 모래","▶넙치 - 루어/ 원투 ▶노래미 - 루어/ 릴찌/ 장대/ 원투 ▶농어 - 루어/ 릴찌 ▶우럭 - 릴찌/ 원투","needs-check","MOF_SHARED_ROCK_FISHING_POINT","https://www.data.go.kr/data/15148580/fileData.do","2026-07-11","81","POINT (877016.135936137 1910066.10763235)","공식 갯바위낚시포인트 데이터 기반. 갯바위 출입 가능 여부와 안전 통제는 현장 및 공식 안내 확인 필요."
"rock-82","백아도·굴업도 - 백아도 기차바위 부근","rock-fishing-point","인천광역시","옹진군","인천광역시 옹진군","37.084361","","넙치|노래미|농어|붕장어|우럭","사리 전·후","2.3m~3.8m","펄","▶넙치 - 루어/ 원투 ▶노래미 - 루어/ 릴찌/ 장대/ 원투▶농어 - 루어/ 릴찌 ▶붕장어 - 원투▶우럭 - 릴찌/ 원투","needs-check","MOF_SHARED_ROCK_FISHING_POINT","https://www.data.go.kr/data/15148580/fileData.do","2026-07-11","82","POINT (863832.4655653529 1899513.75538626)","공식 갯바위낚시포인트 데이터 기반. 갯바위 출입 가능 여부와 안전 통제는 현장 및 공식 안내 확인 필요."
"rock-83","영흥도·선재도·대부도·구봉도 - 신지도 대량곶 부근 갯바위","rock-fishing-point","인천광역시","옹진군","인천광역시 옹진군","37.256806","","노래미|망둑어|붕장어|양태|우럭","들물/ 날물","1.8m~2.5m","펄","▶노래미 - 루어/ 릴찌/ 장대/ 원투 ▶망둑어 - 원투▶붕장어 - 원투 ▶양태 - 루어/ 릴찌 ▶우럭 - 루어/ 릴찌","needs-check","MOF_SHARED_ROCK_FISHING_POINT","https://www.data.go.kr/data/15148580/fileData.do","2026-07-11","83","POINT (913473.3229798841 1917992.30547977)","공식 갯바위낚시포인트 데이터 기반. 갯바위 출입 가능 여부와 안전 통제는 현장 및 공식 안내 확인 필요."
"rock-84","십이동파도·비안도 - 십이동파도 땅콩여","rock-fishing-point","전라북도","군산시","전라북도 군산시","36.001944","","감성돔|넙치|돌돔|노래미|농어|우럭|참돔","12물~3물","9m~18m","펄/ 모래","▶감성돔 - 릴찌/ 장대/ 원투 ▶넙치 - 루어/ 원투▶돌돔 - 릴찌/ 장대/ 원투 ▶노래미 - 루어/ 릴찌/ 장대/ 원투▶농어 - 루어/ 릴찌 ▶우럭 - 릴찌/ 원투 ▶참돔 - 부력/ 잠수","needs-check","MOF_SHARED_ROCK_FISHING_POINT","https://www.data.go.kr/data/15148580/fileData.do","2026-07-11","84","POINT (885019.546228291 1779101.61980048)","공식 갯바위낚시포인트 데이터 기반. 갯바위 출입 가능 여부와 안전 통제는 현장 및 공식 안내 확인 필요."
"rock-85","십이동파도·비안도 - 십이동파도 등대섬 덜컥바위","rock-fishing-point","전라북도","군산시","전라북도 군산시","35.987750","","감성돔|갑오징어|넙치|노래미|농어|우럭|참돔","12물~3물","19.7m~21m","펄/ 모래","▶감성돔 - 원투 ▶갑오징어 - 에깅▶넙치 - 루어/ 원투 ▶노래미 - 루어/ 릴찌/ 장대/ 원투▶농어 - 루어/ 릴찌 ▶우럭 - 릴찌/ 원투 ▶참돔 - 부력/ 잠수","needs-check","MOF_SHARED_ROCK_FISHING_POINT","https://www.data.go.kr/data/15148580/fileData.do","2026-07-11","85","POINT (884748.524309801 1777530.40900452)","공식 갯바위낚시포인트 데이터 기반. 갯바위 출입 가능 여부와 안전 통제는 현장 및 공식 안내 확인 필요."
"rock-86","말도·방축도 - 말도 등대 부근 갯바위","rock-fishing-point","전라북도","군산시","전라북도 군산시","35.858806","","감성돔|노래미|넙치|도다리|우럭","썰물 전·후","11.8m~13m","모래/ 조개껍질","▶감성돔 - 릴찌/ 장대/ 원투 ▶노래미 - 루어/ 릴찌/ 장대/ 원투▶넙치 - 루어/ 원투 ▶도다리 - 원투 ▶우럭 - 릴찌/ 원투","needs-check","MOF_SHARED_ROCK_FISHING_POINT","https://www.data.go.kr/data/15148580/fileData.do","2026-07-11","86","POINT (893086.560823873 1763120.3079972)","공식 갯바위낚시포인트 데이터 기반. 갯바위 출입 가능 여부와 안전 통제는 현장 및 공식 안내 확인 필요."
"rock-87","말도·방축도 - 방축도 북동쪽 곶부리","rock-fishing-point","전라북도","군산시","전라북도 군산시","35.856194","","감성돔|넙치|농어|우럭|부시리|참돔","중들물~만조시","6.7m~8m","가는 모래","▶감성돔 - 릴찌/ 장대/ 원투 ▶넙치 - 루어/ 원투▶농어 - 루어/ 릴찌 ▶우럭 - 릴찌/ 원투▶부시리 - 부력/ 잠수/ 지깅 ▶참돔 - 부력/ 잠수","needs-check","MOF_SHARED_ROCK_FISHING_POINT","https://www.data.go.kr/data/15148580/fileData.do","2026-07-11","87","POINT (899469.036466492 1762755.67658416)","공식 갯바위낚시포인트 데이터 기반. 갯바위 출입 가능 여부와 안전 통제는 현장 및 공식 안내 확인 필요."
"rock-88","선유도·무녀도·장자도·신시도 - 무녀도 남들포인트","rock-fishing-point","전라북도","군산시","전라북도 군산시","35.801944","","넙치|노래미|농어|붕장어|우럭","들물 전·후","2m~2.5m","가는 모래","▶넙치 - 루어/ 원투 ▶노래미 - 루어/ 릴찌/ 장대/ 원투▶농어 - 루어/ 릴찌 ▶붕장어 - 원투▶우럭 - 릴찌/ 원투","needs-check","MOF_SHARED_ROCK_FISHING_POINT","https://www.data.go.kr/data/15148580/fileData.do","2026-07-11","88","POINT (902008.404040951 1756709.10540755)","공식 갯바위낚시포인트 데이터 기반. 갯바위 출입 가능 여부와 안전 통제는 현장 및 공식 안내 확인 필요."
